TURN,UTTERANCE,DA,EMOTION
Ses04F_impro02_M006,"I'll believe it, but- I'll believe it but it- I don't know that that's going to happen.",ans,fru
Ses04F_impro02_F005,Well you have to have faith because I don't have a choice and I have to go.,o,sad
Ses04F_impro02_M007,You do have a choice.  You don't have to go.,dag,xxx
Ses04F_impro02_F006,Do you think I want to leave you?,q,sad
Ses04F_impro02_M008,You have a choice.,ans,fru
Ses04F_impro02_F007,I have to do this.  I don't want to leave.  Do you think I want to miss seeing her grow up?,q,sad
Ses04F_impro02_M009,I know.  It's just you don't have to do this for a living you know.,ans,fru
Ses04F_impro02_M010,You're a smart person.  There are other things you can do.,o,fru
Ses04F_impro02_F008,Look we both knew what this meant when I signed on,s,fru
Ses04F_impro02_F009,And now- and now it's really shitty timing but now I have to go.,o,sad
Ses04F_impro02_F010,I mean I'm the one who has to leave here.  I'm the one who has to leave the two of you.  At least you get to be together.,s,fru
Ses04F_impro02_M011,It's just not going to work out without you here.,o,xxx
Ses04F_impro02_F011,What's that supposed to mean?,q,sad
Ses04F_impro02_M012,I mean we can't-we're not a complete family without you here.,ans,sad
Ses04F_impro02_F012,Well I'll come back.  What is that supposed to mean?  You're not willing to wait for me to come back?,q,ang
Ses04F_impro02_M013,Of course I'm going to wait.  I just- I just don't like the idea of this happening because this isn't the last time this is going to happen. You're going to go on more tours and stuff.  I just- I can't-,ans,fru
Ses04F_impro02_M014,I can't deal with this emotionally.,o,fru
Ses04F_impro02_F013,What do you want me to do?,q,fru
Ses04F_impro02_M015,I want you to leave.  I want you to leave the service.,ans,fru
Ses04F_impro02_F014,Well I can't very well do it today.  I still have to leave tomorrow.,o,fru
Ses04F_impro02_M016,You can do it today.  You don't have to do anything.  You don't have to do anything you don't want to do.,dag,fru
Ses04F_impro02_F015,"You're not making this any easier for me, you know.  I'm the one who has to go and you're really not helping.",o,fru
Ses04F_impro02_M017,Look I'm just telling you that you don't have to go.,s,fru
Ses04F_impro02_F016,I do have to go. And I need to know that you're here waiting for me and that you believe that I'm coming back.,dag,fru
Ses04F_impro02_M018,That's all I'm saying... No you don't.,dag,ang
Ses04F_impro02_F017,Thanks that helps.,g,ang
Ses04F_impro02_M019,It's just really unfair.  This is- this is bullshit.,o,fru
Ses04F_impro02_F018,I feel much better now.,o,ang
Ses04F_impro02_M020,"You're acting like, you know, you're the one who's going all through, you know, all this shit and it's really- it's really not.",o,ang
Ses04F_impro02_F019,I know I'm leaving you here with all the responsibility but at least you get to be with her.,o,fru
Ses04F_impro02_M021,Yeah.  Of course I do because I didn't enlist in this stupid thing.  Why don't you just get out now and then-,ag,ang
Ses04F_impro02_F020,I will but I can't right now.,s,fru
Ses04F_impro02_M022,Yes- You don't have to go.  What are they going to do?  Huh?  Put a gun to your head?,dag,xxx
Ses04F_impro02_F021,You know- you know how this works.  I have to go.,dag,xxx
Ses04F_impro02_M023,Then go.  We'll be here when you get back.,ag,fru
Ses04F_impro02_F022,That's how you want to leave it?,q,ang
Ses04F_impro02_M024,"I don't know how else to leave it.  What, do you want me to lie to you?",q,sad
Ses04F_impro02_M025,You want me tell you that I'm okay with it?,q,sad
Ses04F_impro02_F023,I want you to be okay with it as much as you can be.  I mean it's not a great situation but we don't have an option here.,ans,sad
Ses04F_impro02_M026,Well I can't be okay with it the same way you can't not go.  It just doesn't work that way.,o,sad
Ses04F_impro02_F024,Fine.,b,sad
Ses04F_impro03_F001,It's really exciting.  Don't you want to guess?,q,exc
Ses04F_impro03_M001,"Uh, you got a new car, a new house. Uh, a dog.",ans,neu
Ses04F_impro03_F002,Look.,c,exc
Ses04F_impro03_M002,Are you serious?  You're getting married.,q,sur
Ses04F_impro03_F003,Yes.  He finally proposed.  I'm getting married.,ans,exc
Ses04F_impro03_M003,Holy shit that's amazing.,o,exc
Ses04F_impro03_F004,I know. I'm so-,ag,exc
Ses04F_impro03_M004,Congratulations.,s,exc
Ses04F_impro03_F005,Thank you. [LAUGHTER],g,exc
Ses04F_impro03_M005,"I'm invited, right.",q,exc
Ses04F_impro03_F006,You think. [LAUGHTER],ans,exc
Ses04F_impro03_M006,"I'll have to, uh, I'll have to get myself a new tux.  My, uh, the old one is a little worn and dirty.  That's awesome.  Where are you guys going to have it?",q,xxx
Ses04F_impro03_F007,"Well actually we were just talking about today and I don't really want to do like the traditional church thing, you know.  So we are going to get married in the meadow.",ans,exc
Ses04F_impro03_F008,Do you remember up by Yosemite? Yeah.,q,xxx
Ses04F_impro03_M007,"Well, that's- that's- that's beautiful. That's a beautiful place to do it.",ans,xxx
Ses04F_impro03_F009,We're going to get married in the middle of a meadow. [LAUGHTER],s,exc
Ses04F_impro03_F010,"Everybody's going to come up. We're going to stay in all the pretty cabins up there and, um, everybody's going to have, you know, really flowery sort of naturey stuff.",s,hap
Ses04F_impro03_F011,So pretty.,o,exc
Ses04F_impro03_M008,That's great,o,xxx
Ses04F_impro03_M009,I hope- they're not like,o,xxx
Ses04F_impro03_F012,Very Midsummer Night's wedding.,s,hap
Ses04F_impro03_M010,"Right.  Nice.  That's great.  I hope while we're up there nobody gets attacked by any, like, bears or wolves or anything.",o,xxx
Ses04F_impro03_F013,Thanks. Thanks a lot.  You're really helping the Excitement here. I hope no one dies.,o,exc
Ses04F_impro03_M011,"Well no, I am- I'm trying to be positive",o,xxx
Ses04F_impro03_M012,I'm trying to be positive.  I'm trying to say I hope that doesn't happen.,o,xxx
Ses04F_impro03_F014,"Okey Well- well-, you know what?  I was hoping that you would help",o,exc
Ses04F_impro03_M013,We're going to be in the middle of the wilderness. These kind of things happen,o,xxx
Ses04F_impro03_F015,plan everything.  So then you can make sure that no one gets attacked by bears.,o,exc
Ses04F_impro03_M014,Yeah.  I'll help plan.,ag,exc
Ses04F_impro03_F016,Yeah?,q,exc
Ses04F_impro03_M015,Yeah.,ans,xxx
Ses04F_impro03_F017,Really?,q,exc
Ses04F_impro03_M016,Sure.,ans,xxx
Ses04F_impro03_F018,"Okay.  It's going to be in, like, six months.  So we don't have a really long time.",s,exc
Ses04F_impro03_M017,"I'm thinking greens, lots of greens. Greens and browns.  We're nature.",o,xxx
Ses04F_impro03_F019,Okay.,ag,xxx
Ses04F_impro03_F020,No.  No browns.,s,xxx
Ses04F_impro03_M018,Why not browns?,q,neu
Ses04F_impro03_F021,It's a wedding.,ans,xxx
Ses04F_impro03_M019,"It's a light brown, tanish.",s,neu
Ses04F_impro03_F022,Blue for the sky.,s,xxx
Ses04F_impro03_F023,Come on.,s,xxx
Ses04F_impro03_M020,I just think browns are really what you want to go with.  I mean I think there's more contrast between brown and green than there is-,o,neu
Ses04F_impro03_F024,who- Who's getting married though?,q,xxx
Ses04F_impro03_M021,I know but you just asked me to-,ans,neu
Ses04F_impro03_F025,to help plan because I'm getting married. [LAUGHTER],s,xxx
Ses04F_impro03_M022,So we're going to go greens and browns.,o,xxx
Ses04F_impro03_F026,No.,dag,xxx
Ses04F_impro03_M023,"Come on.  Please will you do the greens and browns, just the browns for me?",q,fru
Ses04F_impro03_M024,Just for me.  Come on.  I'm your best friend.,s,xxx
Ses04F_impro03_F027,It's not your wedding. You can-,s,xxx
Ses04F_impro03_M025,I'm your best friend,s,xxx
Ses04F_impro03_F028,You know what? You know what?,q,xxx
Ses04F_impro03_M026,Give me the browns.,s,xxx
Ses04F_impro03_F029,"You can't ruin my mood today.  If you want to wear a brown tux, you go ahead and wear a brown tux",s,xxx
Ses04F_impro03_M027,Okay.  Fine.  So green and what?,q,neu
Ses04F_impro03_F030,but bridesmaids aren't wearing brown and I'm not wearing brown.,s,xxx
Ses04F_impro03_M028,Blue?,q,neu
Ses04F_impro03_F031,Maybe,ans,xxx
Ses04F_impro03_M029,"Okay, fine. Greens and blues.",ag,neu
Ses04F_impro03_F032,I like blue.,s,xxx
Ses04F_impro03_M030,Greens and blues and maybe a little light yellow?,q,neu
Ses04F_impro03_F033,That would work.,ans,xxx
Ses04F_impro03_M031,Yeah?,q,neu
Ses04F_impro03_F034,"Throw in a little- little, uh, trim in yellow.  Maybe some yellow flowers.",ans,exc
Ses04F_impro03_M032,"Okay.  That sounds good. Um, and, uh, we're going to get like a five, uh, story cake, right?",q,neu
Ses04F_impro03_F035,"Yeah.  I hadn't actually thought about the cake yet, but",ans,xxx
Ses04F_impro03_M033,"I mean, you know, you're going to have at least, like, two hundred and fifty people come.  So we're going to need, you know, just a huge buffet.",o,neu
Ses04F_impro03_F036,Yes.,ag,exc
Ses04F_impro03_M034,"Fried chicken, mashed potatoes.",s,neu
Ses04F_impro03_F037,See this is why you have to help.,o,xxx
Ses04F_impro03_F038,because you're going to take care of everything.  You're going to think of all the details that I forget.,o,exc
Ses04F_impro03_M035,Well I can't be in charge of this.  I mean I got things I got to do.,dag,neu
Ses04F_impro03_F039,Well right but you can help.,s,xxx
Ses04F_impro03_M036,Well this is really exciting.  I mean- I just- I couldn't be happier right now.,o,exc
Ses04F_impro03_M037,I'm thrilled.  God.,o,exc
Ses04F_impro03_F040,Ha ha ha.,b,exc
Ses04F_impro03_F041,Ha ha.,b,exc
Ses04F_impro03_M038,Just ecstatic.  I can't believe you're my best friend,o,exc
Ses04F_impro03_F042,Just couldn't be any cooler.,o,exc
Ses04F_impro03_M039,"You're my best friend, we're growing up and now you're getting married. that's amazing",o,exc
Ses04F_impro03_F043,I know.  I've been waiting forever.  I can't believe it's finally happening.,o,exc
Ses04F_impro03_M040,Wow.  I just- I- I- I feel like I'm going to faint.,o,exc
Ses04F_impro03_M041,I'm so- all the blood,o,exc
Ses04F_impro03_F044,You don't look like you're going to faint.,o,exc
Ses04F_impro03_M042,"has just rushed to my head, and I, and I mean honestly.",o,exc
Ses04F_impro03_M043,I'm getting a little weak in the knees.,o,exc
Ses04F_impro03_F045,So- So when are you getting married Mr. Excited?,q,exc
Ses04F_impro03_M044,"You know that I've never-I- I have a long run of bad relationships but, you know, I mean, you got to work through it.  It's fine.",ans,xxx
Ses04F_impro03_F046,What about Kathy?  I mean you guys have been dating for a while.,q,xxx
Ses04F_impro03_M045,"Yeah, but",ans,xxx
Ses04F_impro03_F047,You haven't ruined it yet.,s,exc
Ses04F_impro03_M046,"Yeah.  I know but it's, you know, maybe we'll get married.  I don't know.  Should be pretty-",o,xxx
Ses04F_impro03_F048,You really like,s,exc
Ses04F_impro03_M047,"I don't know.  Okay.  I mean gosh.  There's just- look there's a lot of pressure in getting married, okay.",o,neu
Ses04F_impro03_F049,What?  She could be just as excited as I am right now.,o,xxx
Ses04F_impro03_F050,You could make her that excited.  You really like her.  You guys have been together for a really long time now.,o,exc
Ses04F_impro03_M048,"Oh, I've made her that excited.",ag,xxx
Ses04F_impro03_F051,[LAUGHTER] That's more than I needed to know.,o,exc
Ses04F_impro03_M049,What?  You've heard me talk about it before.,s,xxx
Ses04F_impro03_F052,[laughter],oth,exc
Ses04F_impro03_M050,I'm a monster in bed.,o,xxx
Ses04F_impro04_M000,Hey.  Get out of the way.  I'm watching TV.,c,xxx
Ses04F_impro04_F000,That's helpful.,o,neu
Ses04F_impro04_F001,I just don't think I can do this anymore.  It's been a really long time and it's not like I'm not trying.,o,fru
Ses04F_impro04_M001,Well I guess you're not trying hard enough.,o,neu
Ses04F_impro04_F002,I am try-  it's been three years,dag,fru
Ses04F_impro04_F003,and I have gone everywhere I can think of.  I have given resumes.  I have done interviews.  I've tried to pull in favors.  I've asked everybody I know for help.  I don't know what else to do.,s,fru
Ses04F_impro04_M002,"Just, I don't know, maybe you're not smart enough.",o,neu
Ses04F_impro04_M003,I mean I don't know just go out and keep trying. Just-,o,neu
Ses04F_impro04_M004,I don't know.,o,neu
Ses04F_impro04_F004,"Okay but I've been trying for three years.  Three years and I haven't gotten a bite much less actually gotten hired, and I am smart enough.  Thank you very much.",s,fru
Ses04F_impro04_M005,"Hey.  Look, I mean- you know.",c,neu
Ses04F_impro04_F005,I'm really good at what I do.  I just don't know how to make someone else see that.,o,ang
Ses04F_impro04_M006,Look bananas don't grow overnight.  Okay.,o,neu
Ses04F_impro04_F006,What?  Who says that?  Bananas don't grow overnight.,q,ang
Ses04F_impro04_M007,You need that- Time-,s,neu
Ses04F_impro04_M008,"You know- You need to just- you need, I mean it takes time to get a good job.  I mean-",o,neu
Ses04F_impro04_F007,Okay.  I think three years is a little excessive.,o,fru
Ses04F_impro04_M009,"look at me, like, you know. I mean, Hey, I- it took me, you know, like six years to get where I am now. I mean-",s,neu
Ses04F_impro04_F008,"Yeah but you weren't unemployed for three years trying to find any job.  I mean at this point I'm going to go drive a cab or, you know, work at the gas station or something.  I don't even- I don't know what to do anymore.",s,ang
Ses04F_impro04_M010,I don't know.  I mean whatever.,s,fru
Ses04F_impro04_F009,Nothing I'm trying seems to work. Just-,s,fru
Ses04F_impro04_M011,Clearly.,ag,xxx
Ses04F_impro04_F010,Okay that's helpful.  Thanks.,o,xxx
Ses04F_impro04_M012,Look I'm sorry okay. It's just-,ap,xxx
Ses04F_impro04_F011,Clearly everything you're doing is completely wrong.,o,ang
Ses04F_impro04_M013,"I mean, well I mean i don't know; it doesn't really affect my life, you know.",o,neu
Ses04F_impro04_F012,Well don't you understand that this is-,q,fru
Ses04F_impro04_M014,"Yeah, I understand, but-",ans,neu
Ses04F_impro04_F013,I don't even- I mean you have to have some kind of an idea.  Something you could possibly throw out there that I could maybe use.,o,ang
Ses04F_impro04_M015,"I don't know. Well like, I don't know. I mean-",s,neu
Ses04F_impro04_F014,I mean it's not like this is an,o,ang
Ses04F_impro04_F015,extreme request.  I want to find a job.  Everybody wants to find a job. It's really not that.,o,ang
Ses04F_impro04_M016,Clearly- cle- clearly you're doing something wrong.,o,neu
Ses04F_impro04_F016,"Okay. Okay, Fine.",ag,ang
Ses04F_impro04_M017,"Cause if you've been looking, you've been applying for jobs for three years. And-",s,neu
Ses04F_impro04_F017,Okey So I'm doing something wrong.  What am I doing wrong?,q,ang
Ses04F_impro04_F018,I'm really good at what I do.  I'm smart.  I'm trained.  I have the education.  I'm talented.  I cannot-,o,ang
Ses04F_impro04_M018,Are you- I mean do you like get dressed up and everything when you go to the job interview?,q,neu
Ses04F_impro04_F019,Well yeah I mean I like take a shower and stuff.,ans,fru
Ses04F_impro04_M019,"And you like- you know, you shave your legs and everything?",q,neu
Ses04F_impro04_F020,[LAUGHTER] Yeah.  Usually.,ans,fru
Ses04F_impro04_M020,"and I want- I mean you know you've got to, like, do your hair.  I mean- I don't know, it's like,",q,neu
Ses04F_impro04_F021,"Yeah, I- I make my",ans,fru
Ses04F_impro04_F022,I make myself very presentable before I go to any kind of interview.,s,fru
Ses04F_impro04_M021,"you know what I mean? You know, it's like they say presentation is, like eighty percent.",o,neu
Ses04F_impro04_M022,or some- some large percent of- of success.,s,neu
Ses04F_impro04_F023,"Uhuh. Uhuh. Yeah, yeah. Good quote.",o,fru
Ses04F_impro04_M023,"Because I don't know I mean just, you know, just keep- keep- keep at it.  Keep trying.  Go-",o,neu
Ses04F_impro04_F024,Buck-O. That's really helpful.  Just keep chugging along.  The little engine that could.,o,fru
Ses04F_impro04_M024,"What do you want me to? Look, Hey look if I could- Don't get all sassy.",c,xxx
Ses04F_impro04_F025,Well you- just you're doing something wrong.,s,ang
Ses04F_impro04_M025,"Look if I could give you a job,if I could give you a job I would but I mean I'm not in that position. I'm-",o,fru
Ses04F_impro04_F026,Well maybe you could help.  I mean you've got a job.  I'm willing to look outside of my realm.  I could try something else.,o,fru
Ses04F_impro04_M026,"Hey, I'd love to help you but I- you don't have the kind of training that I-",o,neu
Ses04F_impro04_F027,I'll get it.  I just need a job.  I don't care what it is.,s,fru
Ses04F_impro04_M027,"So, go to McDonalds.",o,fru
Ses04F_impro04_F028,Well I mean I need to make a little bit more than the minimum wage fry flipper.,o,fru
Ses04F_impro04_M028,Well you've got to start somewhere.  I mean-,o,neu
Ses04F_impro04_F029,I did start somewhere.  I worked my way up.  I'm not going to start at the bottom again.,s,fru
Ses04F_impro04_M029,Well you're going to have to.  You don't really have an option.  What's your problem?,q,fru
Ses04F_impro04_F030,What's my problem?  What's my problem? I don't have a job.,ans,ang
Ses04F_impro04_M030,I don't know it's like I'm trying to be-,s,neu
Ses04F_impro04_F031,I thought I was pretty clear about what the problem was.,o,ang
Ses04F_impro04_M031,I'm trying to be helpful.,o,neu
Ses04F_impro04_M032,"I'm trying to be helpful and you're just, like, coming at me with, like, attacks.",o,xxx
Ses04F_impro04_F032,Well maybe you could be a little helpful.  I mean obviously you don't have any problems so would it really take so much time out of your day to just go ahead and help somebody else.,o,fru
Ses04F_impro04_M033,I'm trying to watch TV.,s,neu
Ses04F_impro04_M034,I'm trying to watch TV. TV.,s,xxx
Ses04F_impro04_F033,That's important.  That's really important.,o,fru
Ses04F_impro05_M002,Where?  Did you do it at the front desk or by the baggage claims?,q,fru
Ses04F_impro05_F002,"I-I don't know.  The place where they told me to go.  Look they told me to come talk to you because you guys lost my bag.  Not it's late.  Not it will be here soon, lost it completely.  What are you going to do about that?",q,fru
Ses04F_impro05_M003,"Ma'am, first of all I'd like you to calm down.  Second of all-",ans,fru
Ses04F_impro05_F003,Look that bag has my entire life in it and you just lost it.,s,fru
Ses04F_impro05_M004,I understand that ma'am.,ag,xxx
Ses04F_impro05_F004,"Lost it just, like, I mean,",s,ang
Ses04F_impro05_M005,"Ma'am, I understand that.",ag,fru
Ses04F_impro05_F005,it's not like it just disappeared into thin air. Somebody wasn't paying attention,o,ang
Ses04F_impro05_F006,"because my bag was very easy to keep track of.  It's got big, you know, rainbow colored crap all over it and no one was paying attention because now it's just gone.",s,ang
Ses04F_impro05_M006,"I understand that.  The best I can do for you, at this moment, is give you fifty dollar check courtesy of Northwest Airlines for inconveniencing you in losing your luggage.",s,fru
Ses04F_impro05_F007,Wait.  What?,q,sur
Ses04F_impro05_M007,"At this moment in time, all I can do for you is give you-",ans,fru
Ses04F_impro05_F008,No. No. I heard- I heard what you said.,s,ang
Ses04F_impro05_F009,"You're kidding me, right.  You're going to give me fifty dollars to completely cover my bag, everything that was in it, the inconvenience that I've gone through.  I paid for my ticket.  All I expect is to safely get to my destination with my stuff.  Is that so much to ask?  I mean I really don't think that's that big a deal to ask you guys to have my bag in the place where I leave and then put my bag where I end up.",s,ang
Ses04F_impro05_M008,you're getting very excited right now,o,fru
Ses04F_impro05_F010,"Yeah, well that's got everything I have in it.",ag,ang
Ses04F_impro05_M009,"I understand that, ma'am but there's not really much I can do for you right now.",s,fru
Ses04F_impro05_F011,Look fifty dollars is unacceptable.  My bag itself cost over a hundred and fifty dollars.  You can't just give me fifty dollar gift certificate to Percoes or whatever the hell and then send me off like that's- that's good enough.  Like that's all I needed was fifty dollars.  My bag is worth more than that.,s,ang
Ses04F_impro05_M010,What I need you to do is file another complaint form. There's a form that you can fill out over by the front desk near the baggage claim.,s,fru
Ses04F_impro05_M011,If you'd like to take that over to the front desk- Ma'am.,s,fru
Ses04F_impro05_M012,We're just talking over each other.,s,fru
Ses04F_impro05_M013,We're not going to communicate anything this way.,s,fru
Ses04F_impro05_F012,I expect your airline who was responsible for my bag to give me the equivalent of the bag and all of the things in it.,o,ang
Ses04F_impro05_M014,Ma'am in flying with Northwest Airlines you agreed to,s,fru
Ses04F_impro05_M015,sign away your luggage to the,s,fru
Ses04F_impro05_F013,I didn't sign anything. I didn't sign anything. And you people have got to make-,dag,ang
Ses04F_impro05_M016,"It's part of the small- it's part of the agreement when you're purchasing an airline ticket, there's- when you-",s,fru
Ses04F_impro05_F014,You have to make amends for what you did for losing my bag and all of my stuff.  Fifty dollars is unacceptable.,s,ang
Ses04F_impro05_M017,"Ma'am, please calm down.  When you purchase a ticket, there is a terms and agreement,",s,fru
Ses04F_impro05_F015,No.  No.  I don't know. You know what? I'm going to call my lawyer. You know what?  That's what I'm going to do.  I'm going to call my lawyer and have him get down here and explain to you that this is an unacceptable option.,o,ang
Ses04F_impro05_M018,terms and conditions- in the agreement of purchasing a ticket. Most people frequently look it over,s,fru
Ses04F_impro05_M019,The best that we can do for you is give you-,s,fru
Ses04F_impro05_M020,Ma'am.,b,fru
Ses04F_impro05_F016,I want to talk to your supervisor.,s,ang
Ses04F_impro05_M021,I am- I am- I am my own supervisor.,s,fru
Ses04F_impro05_F017,"I've had enough.  I want to talk to-no, no unacceptable I want to your supervisor. I am done with this.",c,ang
Ses04F_impro05_M022,"I am the supervisor, ma'am.",s,fru
Ses04F_impro05_F018,"Really, you don't work for anybody.  It's just you?",q,ang
Ses04F_impro05_M023,I am the current manager on duty.,ans,fru
Ses04F_impro05_F019,"Okay.  Well I want to call whoever you report to, whoever your boss is because I have had enough with this airline and I am finished waiting for my fifty dollar gift certificate.",o,ang
Ses04F_impro05_M024,"Ma'am, I own Northwest Airlines.",s,fru
Ses04F_impro06_M000,"Hey, I'm, uh. I'm really sorry about what happened.  I don't um- I mean what you can you do?  I mean it's-",ap,sad
Ses04F_impro06_F000,Thanks.,g,sad
Ses04F_impro06_M002,Mmhmm. Yeah.  Yeah.  I mean it's- it's hard.  It's hard.,ag,sad
Ses04F_impro06_F002,"I just- I just thought he would have longer, you know, because I'm- I mean when he found out he was sick, we knew that wasn't good but I just- I just thought that it would take longer, you know?",o,sad
Ses04F_impro06_M003,Yeah.,ag,sad
Ses04F_impro06_M004,"Well I mean, you know, I mean it was I mean with that kind of condition,",s,neu
Ses04F_impro06_F003,Yeah. I know. I know.,ag,sad
Ses04F_impro06_M005,"you know, it's inevitable  and I mean honestly it's- it's almost like",o,sad
Ses04F_impro06_M006,"you know, you don't- you know, how long do you want the person to go through that, you know.",o,neu
Ses04F_impro06_M007,It's sort of- it's almost better off to rest in peace than he is to live in pain.,o,neu
Ses04F_impro06_F004,"Yeah, I know. But I'd rather have him here with me, you know. It's just not fair.  I mean he- he didn't get to do like anything. I mean he was-",o,sad
Ses04F_impro06_F005,"He was only twenty four and just so many things that we were going to do, you know, and now he won't get to do them and he won't get to be here when I do.  You know, like I'll get married some day and he won't be there, like, he won't get to see that.",o,sad
Ses04F_impro06_M008,Yeah.,ag,sad
Ses04F_impro06_F006,It just doesn't seem fair.,o,sad
Ses04F_impro06_M009,"It's not fair but I mean that's, you know, the course of life is that, you know, you meet people and you lose them.",o,sad
Ses04F_impro06_M010,You're okay,q,sad
Ses04F_impro06_F007,Thank you for being here.,a,sad
Ses04F_impro06_M011,You know I think- I think we should celebrate because I think that's what he would have wanted.,o,sad
Ses04F_impro06_F008,[LAUGHTER] You're probably right.  He probably would be pissed if we were all sitting around being upset about it. He'd want us to have a party.,ag,hap
Ses04F_impro06_M012,Yeah.,ag,neu
Ses04F_impro06_F009,And to drink in his honor. [LAUGHTER],s,hap
